Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
linux networking tutorial,20,,0,,,,9.00,,1,1,US,United States,20,0,
python yaml write,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
concurrency in rust,10,1,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
simple makefile example,10,0,,,,8.00,,,0,-1,US,United States,10,0,
mongodb docker container,10,0,,,,8.00,,,0,-1,DE,Germany,10,0,
print error golang,10,0,,,,8.00,,,0,-1,US,United States,10,0,
abstract base class in python,10,1,0,0,,8.00,9.00,1.00,1,,US,United States,10,0,0
how to read the csv file in python,10,0,0,0,,8.00,8.00,0.00,1,,IN,India,10,0,0
docker image location linux,10,1,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
docker run volumes,10,1,0,0,,7.00,8.00,1.00,1,,DE,Germany,10,0,0
shell script sleep command,20,0,0,0,,9.00,9.00,0.00,2,,IN,India,20,0,0
variable in bash script,20,1,0,0,,8.00,10.00,2.00,1,,US,United States,20,0,0
concatenate python lists,20,0,0,0,,11.00,9.00,-2.00,1,,US,United States,20,0,0
makefile special variables,10,1,0,0,,4.67,5.33,0.67,3,,US,United States,10,0,0
subprocess call,20,0,,,,11.00,,,0,-1,DE,Germany,20,0,
golang terminal,10,0,0,0,,7.00,5.00,-2.00,1,,US,United States,10,0,0
embedding cosine similarity,10,0,0,0,,9.00,6.00,-3.00,1,,US,United States,10,0,0
linux capabilities list,10,1,0,0,,3.00,5.00,2.00,1,,US,United States,10,0,0
static linking,20,2,0,-2,,8.00,10.00,2.00,1,-1,US,United States,20,0,-2
what is namespace in kubernetes,350,0,0,0,,41.00,24.00,-17.00,1,,IN,India,350,0,0
sh function,20,,0,,,,10.00,,1,1,US,United States,20,0,
mtls kubernetes,20,0,,,,11.00,,,0,-1,US,United States,20,0,
create rpm,20,,0,,,,10.00,,1,1,US,United States,20,0,
parse yaml file python,20,0,,,,10.00,,,0,-1,US,United States,20,0,
configure script,20,,0,,,,10.00,,1,1,US,United States,20,0,
abc abstractmethod,20,0,,,,11.00,,,0,-1,US,United States,20,0,
test github actions locally,250,0,0,0,,23.00,23.00,0.00,1,,US,United States,250,0,0
bazel typescript,0,0,0,0,,1.00,1.00,0.00,1,,US,United States,0,0,0
golang monorepo,0,0,0,0,,2.00,2.00,0.00,2,,US,United States,0,0,0
jq select fields,0,0,0,0,,4.00,3.00,-1.00,1,,US,United States,0,0,0
makefile variable assignment,0,0,0,0,,2.00,2.00,0.00,1,,US,United States,0,0,0
awk csv,0,0,0,0,,2.50,2.50,0.00,2,,US,United States,0,0,0
python subprocess run get output,20,0,0,0,,10.50,10.50,0.00,2,,US,United States,20,0,0
bash strings,20,1,0,0,,9.50,11.00,1.50,1,-1,US,United States,20,0,0
golang convert error to string,20,,0,,,,12.00,,1,1,US,United States,20,0,
uniq linux,20,0,0,0,,10.00,11.00,1.00,1,,IL,Israel,20,0,0
echo syntax,20,1,0,0,,10.00,11.00,1.00,1,,US,United States,20,0,0
what does $ mean in bash,20,,0,,,,12.00,,1,1,US,United States,20,0,
homebrew mac m1,10,0,0,0,,7.43,8.14,0.71,7,,US,United States,10,0,0
awk linux tutorial,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
poetry add test dependency,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
route 53 terraform,10,0,,,,7.00,,,0,-1,US,United States,10,0,
bash or conditional,10,,0,,,,7.00,,1,1,US,United States,10,0,
jq select not equal,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
jq select string contains,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
python yaml list,10,0,0,0,,9.00,7.00,-2.00,1,,US,United States,10,0,0
aws ecr login,150,0,0,0,,23.00,21.00,-2.00,1,,US,United States,150,0,0
jq filter array by key,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
errors is golang,10,0,,,,10.00,,,0,-1,US,United States,10,0,
where are docker containers stored,10,3,0,-2,,9.00,9.00,0.00,1,-1,US,United States,10,0,-2
why use cmake,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
kubernetes canary deployment example,10,1,0,-1,,5.00,9.00,4.00,1,,US,United States,10,0,-1
gmake vs cmake,10,1,0,0,,8.00,9.00,1.00,1,,US,United States,10,0,0
terraform allows interpolation of variables,10,0,0,0,,9.00,9.00,0.00,1,,IN,India,10,0,0
error handling golang,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
python concatenate 2 lists,20,,0,,,,10.00,,1,1,US,United States,20,0,
jq fromjson,20,0,0,0,,9.00,9.00,0.00,1,,US,United States,20,0,0
read a yaml file in python,20,1,0,-1,,6.00,9.00,3.00,1,,US,United States,20,0,-1
go http server example,20,0,0,0,,9.00,9.00,0.00,1,,US,United States,20,0,0
jq equals,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
python yaml load from file,10,0,0,0,,10.00,9.00,-1.00,1,,US,United States,10,0,0
monorepo typescript,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
abstract classes python,20,,0,,,,10.00,,1,1,US,United States,20,0,
how to make a makefile c++,10,1,0,0,,6.00,8.00,2.00,1,,US,United States,10,0,0
jq sort,150,1,0,-1,,17.00,21.00,4.00,1,,US,United States,150,0,-1
shell function with arguments,10,0,0,0,,10.00,8.00,-2.00,1,,US,United States,10,0,0
python import yaml file,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
bash shell sleep,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
abstract class python example,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
linux shell script arguments,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
install ninja linux,10,0,0,0,,7.00,6.00,-1.00,1,,US,United States,10,0,0
python abstract class attribute,10,,0,,,,6.00,,1,1,US,United States,10,0,
python structural pattern matching,10,1,0,-1,,7.00,6.00,-1.00,1,-1,DE,Germany,10,0,-1
go return error,10,0,0,0,,7.00,6.00,-1.00,1,,RU,Russian Federation,10,0,0
concat list,10,0,0,0,,6.00,6.00,0.00,1,,IN,India,10,0,0
create setup.py,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
python read in csv,10,0,0,0,,7.00,6.00,-1.00,1,,DE,Germany,10,0,0
cmake la gi,10,0,0,0,,9.00,8.00,-1.00,1,,VN,Vietnam,10,0,0
docker compose private registry,20,1,0,-1,,6.00,10.00,4.00,1,,US,United States,20,0,-1
linux eval,20,,0,,,,10.00,,1,1,DE,Germany,20,0,
how to create a virtual environment in python,850,0,0,0,,27.00,41.50,14.50,2,1,US,United States,850,0,0
csv file python,10,0,,,,9.50,,,0,-2,AU,Australia,10,0,
pymongo example,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
jq select not null,20,0,,,,11.00,,,0,-1,US,United States,20,0,
bash scripting variables,20,1,0,0,,8.00,10.00,2.00,1,,US,United States,20,0,0
how to combine 2 lists in python,20,0,,,,11.00,,,0,-1,US,United States,20,0,
selenium and beautifulsoup,20,1,0,0,,9.00,10.00,1.00,1,,US,United States,20,0,0
grpc-gateway,300,0,0,0,,7.22,7.10,-0.12,10,1,US,United States,300,0,0
python yaml.load,20,1,0,0,,8.50,9.50,1.00,2,,GB,United Kingdom,20,0,0
bin/bash command,10,0,0,0,,10.00,9.50,-0.50,2,1,US,United States,10,0,0
how to concatenate list in python,10,1,0,-1,,10.00,9.00,-1.00,1,-1,IN,India,10,0,-1
chown permissions,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
tf cdk,10,0,,,,9.00,,,0,-1,US,United States,10,0,
sed replace inline,10,,0,,,,9.00,,1,1,DE,Germany,10,0,
delve golang,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
docker container file location,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
pytest class fixture,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
docker files location,10,1,0,0,,7.00,10.00,3.00,1,,US,United States,10,0,0
aws vpc terraform,10,0,0,0,,9.00,9.00,0.00,1,,FR,France,10,0,0
windows install cmake,0,0,0,0,,4.00,4.00,0.00,4,,US,United States,0,0,0
python load yaml from file,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
python3 namedtuple,10,,0,,,,8.00,,1,1,US,United States,10,0,
yaml loader python,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
jq create new object,20,0,0,0,,12.00,12.00,0.00,1,,US,United States,20,0,0
multi-stage builds,20,0,,,,11.00,,,0,-1,US,United States,20,0,
docker blog,20,,0,,,,11.00,,1,1,HK,Hong Kong,20,0,
what is namespace in docker,20,0,,,,12.00,,,0,-1,IN,India,20,0,
poetry add dev dependencies,20,0,0,0,,10.00,11.00,1.00,1,,FR,France,20,0,0
docker run volume example,20,0,,,,10.00,,,0,-1,RU,Russian Federation,20,0,
conda install ninja,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
terraform route 53,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
terraform circular dependency,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
golang web server example,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
вщслук дщпы,20,0,,,,11.00,,,0,-1,RU,Russian Federation,20,0,
terraform variable interpolation,20,1,0,-1,,6.00,10.00,4.00,1,,US,United States,20,0,-1
https mitm,20,0,,,,10.00,,,0,-1,US,United States,20,0,
cxx vs cpp flags,20,0,,,,10.00,,,0,-1,IN,India,20,0,
mitmproxy ssl,20,0,0,0,,11.00,10.00,-1.00,1,,US,United States,20,0,0
openshift vs kubernetes,2250,0,0,0,,51.50,46.40,-5.10,5,3,IN,India,2250,0,0
homebrew apple silicon,10,0,0,0,,8.00,7.00,-1.00,3,-1,US,United States,10,0,0
yaml dictionary,150,0,,,,21.00,,,0,-1,US,United States,150,0,
python yaml import,20,0,0,0,,11.00,11.00,0.00,1,,US,United States,20,0,0
creating a makefile,10,0,,,,10.00,,,0,-1,US,United States,10,0,
docker postgresql,1200,0,0,0,,33.00,30.67,-2.33,6,1,TR,Turkey,1200,0,0
macro rust,10,,0,,,,8.00,,1,1,US,United States,10,0,
simple makefile,10,0,,,,7.00,,,0,-1,DE,Germany,10,0,
terraform depends_on module,10,,0,,,,7.00,,1,1,DE,Germany,10,0,
golang dlv,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
python yaml loader,10,1,0,-1,,7.50,7.00,-0.50,1,-1,US,United States,10,0,-1
docker networks explained,10,0,,,,7.00,,,0,-1,US,United States,10,0,
reading data from csv file in python,10,0,0,0,,8.00,8.00,0.00,1,,IN,India,10,0,0
chi middleware,10,0,0,0,,9.00,7.00,-2.00,1,,US,United States,10,0,0
how will you load a .csv file in python,10,0,0,0,,8.00,7.00,-1.00,1,,IN,India,10,0,0
bash read contents of file into variable,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
echo output of command bash,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
automating linux scripts,10,1,0,0,,6.00,8.00,2.00,1,,RU,Russian Federation,10,0,0
go error type,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
mongo db docker,10,1,0,-1,,7.00,8.00,1.00,1,-1,RU,Russian Federation,10,0,-1
# bin/bash meaning,10,0,0,0,,9.00,9.00,0.00,1,,IN,India,10,0,0
dynamically linked,10,0,,,,8.00,,,0,-1,US,United States,10,0,
python subprocess.run example,10,0,0,0,,8.00,8.00,0.00,1,,DE,Germany,10,0,0
py yaml,10,3,0,-2,,9.50,8.00,-1.50,1,-1,US,United States,10,0,-2
network management in linux,10,0,0,0,,8.00,8.00,0.00,1,,IN,India,10,0,0
load csv file python,10,0,0,0,,10.00,7.00,-3.00,2,-1,NL,Netherlands,10,0,0
golang sqllite,10,0,0,0,,5.00,5.00,0.00,1,,US,United States,10,0,0
make command on windows,10,0,0,0,,8.00,6.00,-2.00,1,,US,United States,10,0,0
grpc aws lambda,10,1,0,0,,3.00,5.00,2.00,1,,US,United States,10,0,0
read file bash script,10,0,0,0,,4.00,5.00,1.00,1,,US,United States,10,0,0
npm list workspaces,10,0,0,0,,7.00,5.00,-2.00,1,,US,United States,10,0,0
cmake quick start,10,0,0,0,,5.00,5.00,0.00,1,,US,United States,10,0,0
makefile conditional variable,10,0,0,0,,6.00,5.00,-1.00,1,,US,United States,10,0,0
how to read csv files in python,0,4,0,-3,,7.00,4.00,-3.00,1,-1,IN,India,0,0,-3
make variables,0,0,0,0,,7.00,4.00,-3.00,1,,US,United States,0,0,0
create a yaml file python,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
shell script delay,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
python import csv file,20,0,0,0,,9.75,9.75,0.00,4,,DE,Germany,20,0,0
bash if statement,1700,,0,,,,19.00,,1,1,US,United States,1700,0,
bash echo file contents,20,0,0,0,,11.00,11.00,0.00,1,,US,United States,20,0,0
poetry install dev dependencies,20,0,,,,12.00,,,0,-1,RU,Russian Federation,20,0,
python how to concatenate lists,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
create virtualenv,210,3,0,-3,,9.50,19.50,10.00,2,-4,DE,Germany,210,0,-3
nvidia container toolkit,800,4,0,-3,,17.00,28.00,11.00,1,,US,United States,800,0,-3
sleep command in linux,250,0,0,0,,22.00,23.00,1.00,1,,IN,India,250,0,0
csv in python,200,0,0,0,,24.00,23.00,-1.00,1,,IN,India,200,0,0
closure python,10,0,,,,9.00,,,0,-1,PL,Poland,10,0,
bash script delay,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
k9s kill vs delete,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
how to read yaml,10,0,,,,9.00,,,0,-1,US,United States,10,0,
python logging overwrite file,10,0,,,,9.00,,,0,-1,US,United States,10,0,
terraform depends_on example,10,1,0,0,,6.00,9.00,3.00,1,,US,United States,10,0,0
docker container networking,10,0,,,,9.00,,,0,-1,IN,India,10,0,
github actions save artifacts,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
yaml to python,10,0,,,,9.00,,,0,-1,US,United States,10,0,
bash script variable,10,1,0,0,,9.00,9.00,0.00,1,-1,GB,United Kingdom,10,0,0
load yaml file,10,0,,,,9.00,,,0,-1,US,United States,10,0,
bash read file contents,10,1,0,-1,,4.00,9.00,5.00,1,,US,United States,10,0,-1
nginx grafana,20,0,,,,10.00,,,0,-1,US,United States,20,0,
mongodb container,20,,0,,,,10.00,,1,1,DE,Germany,20,0,
cmake vs,20,0,0,0,,9.00,10.00,1.00,1,,US,United States,20,0,0
abc.abc python,20,,0,,,,10.00,,1,1,US,United States,20,0,
rust macros,250,7,0,-7,,7.33,8.00,0.67,1,-2,US,United States,250,0,-7
abstract function python,20,,0,,,,10.00,,1,1,US,United States,20,0,
make in windows,20,0,0,0,,8.00,8.00,0.00,2,,IN,India,20,0,0
set variable in makefile,0,0,0,0,,2.00,2.00,0.00,1,,US,United States,0,0,0
makefile define variable,0,0,0,0,,1.00,1.00,0.00,1,,US,United States,0,0,0
gorm create database,10,0,0,0,,6.00,7.00,1.00,1,,US,United States,10,0,0
bazel clean --expunge,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
bash builtin variables,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
golang check type of error,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
ecs terraform example,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
linux find and replace,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
namedtuple vs dataclass,10,1,0,0,,4.00,7.00,3.00,1,,US,United States,10,0,0
flag make,10,0,,,,6.00,,,0,-1,DE,Germany,10,0,
how to concatenate 2 lists in python,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
cdktf examples,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
link static,50,0,0,0,,7.00,8.00,1.00,1,,US,United States,50,0,0
create a makefile,10,1,0,-1,,5.00,9.00,4.00,1,,US,United States,10,0,-1
jq get first element of array,20,0,0,0,,12.00,12.00,0.00,1,,US,United States,20,0,0
how to install ninja,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
pulumi vs terraform,1110,0,0,0,,29.33,22.75,-6.58,4,1,US,United States,1110,0,0
docker run mongo,10,0,0,0,,7.50,8.50,1.00,2,,US,United States,10,0,0
bash variable in command,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
golang encrypt,0,0,0,0,,2.00,3.00,1.00,1,,US,United States,0,0,0
mitmproxy examples,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
wildcard make,0,0,0,0,,4.00,3.00,-1.00,1,,US,United States,0,0,0
makefile assign variable from shell command,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
django pre_save,20,0,0,0,,10.00,12.00,2.00,2,1,RU,Russian Federation,20,0,0
open csv file in python,0,1,0,-1,,8.50,8.00,-0.50,3,-1,IN,India,0,0,-1
dynamic linking,20,0,,,,12.00,,,0,-1,DE,Germany,20,0,
linux network commands,300,1,0,0,,11.00,19.00,8.00,1,,GB,United Kingdom,300,0,0
bash shell variables,10,0,0,0,,7.00,8.00,1.00,1,,US,United States,10,0,0
make environment variables,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
golang print error type,10,,0,,,,8.00,,1,1,US,United States,10,0,
go chi middleware,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
subprocess python example,10,0,0,0,,8.00,8.00,0.00,1,,DE,Germany,10,0,0
github actions install dependencies,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
jq two fields,10,,0,,,,8.00,,1,1,US,United States,10,0,
terraform aws route53,10,,0,,,,8.00,,1,1,US,United States,10,0,
python subprocess run example,10,0,0,0,,9.00,8.00,-1.00,1,,DE,Germany,10,0,0
jq create array,10,0,,,,8.00,,,0,-1,US,United States,10,0,
automated tasks in linux,10,0,,,,9.00,,,0,-1,US,United States,10,0,
how does bazel work,10,1,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
python yaml read file,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
forward vs backward compatibility,10,0,,,,11.00,,,0,-1,US,United States,10,0,
from as dockerfile,10,0,0,0,,8.00,9.00,1.00,1,,US,United States,10,0,0
concatenate two lists in python,20,0,,,,11.00,,,0,-2,US,United States,20,0,
setuptools setup,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
python build package,10,0,,,,11.00,,,0,-1,US,United States,10,0,
how to use csv file in python,10,0,,,,11.00,,,0,-1,IN,India,10,0,
@abstractmethod in python,30,0,0,0,,15.00,15.00,0.00,1,,US,United States,30,0,0
make windows,110,0,0,0,,9.50,9.33,-0.17,3,-1,BR,Brazil,110,0,0
bitbucket pipeline pricing,40,0,0,0,,15.00,15.00,0.00,1,,US,United States,40,0,0
jq select filter,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
docker image storage,10,0,,,,9.00,,,0,-1,US,United States,10,0,
docker network explained,10,1,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
concatenate list of lists python,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
aws route 53 terraform,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
python convert dict to yaml,10,0,,,,9.00,,,0,-1,US,United States,10,0,
run mongodb in docker,10,0,0,0,,10.00,10.00,0.00,1,,IN,India,10,0,0
golang err to string,10,0,,,,9.00,,,0,-1,US,United States,10,0,
selenium python web scraping,10,0,,,,9.00,,,0,-1,CA,Canada,10,0,
grpc server golang,10,0,,,,9.00,,,0,-1,RU,Russian Federation,10,0,
join list of lists python,10,0,0,0,,10.00,9.50,-0.50,2,,US,United States,10,0,0
python __match_args__,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
kubectl create role,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
vagrant docker,20,0,,,,11.00,,,0,-1,GB,United Kingdom,20,0,
poetry add dev,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
set environment variable makefile,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
python yaml don't work,10,0,0,0,,7.00,7.00,0.00,1,,RU,Russian Federation,10,0,0
makefile visual studio,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
kubernetes tekton,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
sh sleep command,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
convert json to csv jq,10,0,0,0,,6.00,8.00,2.00,1,,US,United States,10,0,0
sed global replace,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
dockerfile mysql,10,0,0,0,,14.50,7.00,-7.50,1,-1,DE,Germany,10,0,0
docker container volume,10,1,0,0,,5.00,7.00,2.00,1,,DE,Germany,10,0,0
makefile $<,20,,0,,,,11.00,,1,1,US,United States,20,0,
bash if conditions,70,0,,,,18.00,,,0,-1,US,United States,70,0,
docker host network,200,,0,,,,23.00,,1,1,US,United States,200,0,
how to create an rpm,20,,0,,,,11.00,,1,1,US,United States,20,0,
docker shared volume,20,0,,,,11.00,,,0,-1,DE,Germany,20,0,
psycopg2 tutorial,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
jq or,10,,0,,,,8.00,,1,1,US,United States,10,0,
bash range loop,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
if else statements in bash,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
concatenating lists python,10,0,0,0,,11.00,10.00,-1.00,1,,US,United States,10,0,0
sbom tool,250,0,0,0,,47.00,24.00,-23.00,1,,US,United States,250,0,0
canary deployment in kubernetes,10,0,0,0,,10.00,11.00,1.00,1,,US,United States,10,0,0
loop bash script,10,0,,,,10.00,,,0,-1,US,United States,10,0,
subprocess print output,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
docker containerd,10,0,,,,10.00,,,0,-1,RU,Russian Federation,10,0,
lunars domain,20,0,0,0,,11.00,11.00,0.00,1,,US,United States,20,0,0
# bin/bash,0,0,0,0,,8.50,8.00,-0.50,4,2,GB,United Kingdom,0,0,0
how to make a make file,10,1,0,0,,8.00,9.00,1.00,1,,US,United States,10,0,0
npm and npx difference,200,1,0,0,,19.00,23.00,4.00,1,,IN,India,200,0,0
read a file line by line bash,10,,0,,,,9.00,,1,1,US,United States,10,0,
mac add brew to path,10,,0,,,,9.00,,1,1,US,United States,10,0,
pytest import fixture from another file,10,1,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
terraform variables types,20,0,,,,11.00,,,0,-1,GB,United Kingdom,20,0,
kubernetes configmaps,20,0,,,,11.00,,,0,-1,DE,Germany,20,0,
bash for loops,80,,0,,,,8.00,,1,1,US,United States,80,0,
docker logs location,90,0,,,,20.00,,,0,-1,US,United States,90,0,
git lfs,11050,0,0,0,,29.00,31.67,2.67,6,,ID,Indonesia,11050,0,0
windows install ninja,10,1,0,0,,6.00,9.00,3.00,1,,US,United States,10,0,0
kubernetes config maps,10,0,0,0,,9.00,9.00,0.00,1,,DE,Germany,10,0,0
docker multiple from,10,1,0,0,,6.00,9.00,3.00,1,,DE,Germany,10,0,0
ecr container,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
docker log files,10,3,0,-2,,8.67,9.00,0.33,1,-2,US,United States,10,0,-2
bazel clean build,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
mongo docker container,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
spinnaker vs kubernetes,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
sleep bash command,10,0,,,,10.00,,,0,-1,US,United States,10,0,
poetry install optional dependencies,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
what is volume in docker,10,0,0,0,,10.00,10.00,0.00,1,,IN,India,10,0,0
create makefile,10,0,0,0,,10.00,9.00,-1.00,1,,US,United States,10,0,0
pyscript example,10,0,,,,8.00,,,0,-1,US,United States,10,0,
how to create repo in linux,10,0,,,,8.00,,,0,-1,IN,India,10,0,
bin bash meaning,10,0,0,0,,8.00,9.00,1.00,1,,IN,India,10,0,0
merge list of lists python,10,0,0,0,,11.00,8.00,-3.00,1,,US,United States,10,0,0
configmap max size,10,0,,,,9.00,,,0,-1,US,United States,10,0,
docker vs chroot,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
chi router golang,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
check error type golang,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
go chi router,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
set-output deprecated,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
dataclass vs namedtuple,0,0,0,0,,6.00,5.00,-1.00,1,,US,United States,0,0,0
golang mongodb example,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
golang encrypt string,0,0,0,0,,3.00,5.00,2.00,1,,US,United States,0,0,0
ubuntu ninja,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
rust macro rules,0,0,0,0,,4.50,4.50,0.00,2,,US,United States,0,0,0
create pip package,0,0,0,0,,6.00,5.00,-1.00,1,,US,United States,0,0,0
go check error type,10,0,0,0,,6.00,7.00,1.00,1,,US,United States,10,0,0
make a file in python,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
find and replace with sed,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
subprocess environment variables,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
makefile env,10,0,0,0,,8.00,6.00,-2.00,1,,US,United States,10,0,0
python 3 abstract class,10,0,0,0,,5.00,6.00,1.00,1,,US,United States,10,0,0
dockerfile volume example,10,0,0,0,,9.00,8.50,-0.50,2,,RU,Russian Federation,10,0,0
beautifulsoup selenium,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
from json to csv,20,0,,,,11.00,,,0,-1,ES,Spain,20,0,
json to csv mac,10,1,0,0,,6.00,10.00,4.00,1,,US,United States,10,0,0
python pretty print yaml,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
pip setup.py,10,0,,,,10.00,,,0,-1,US,United States,10,0,
pyodide vs pyscript,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
sleep shell,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
makefile cxx,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
docker pull where does it go,10,0,,,,11.00,,,0,-1,US,United States,10,0,
parsing yaml in python,10,0,,,,11.00,,,0,-1,US,United States,10,0,
go errors.is,10,0,,,,11.00,,,0,-1,US,United States,10,0,
load a csv file in python,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
python write to yaml,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
cross compile for raspberry pi,0,0,0,0,,2.00,2.00,0.00,1,,US,United States,0,0,0
concatenate list elements python,10,0,0,0,,10.00,9.00,-1.00,2,,US,United States,10,0,0
amazon ecs full form,50,0,,,,17.00,,,0,-1,IN,India,50,0,
install brew on mac m1,10,0,0,0,,7.60,8.67,1.07,3,-2,IN,India,10,0,0
