Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
task management website,200,0,0,0,,97.00,45.00,-52.00,1,,US,United States,200,0,0
sprint planning meeting agenda,100,,0,,,,44.00,,1,1,US,United States,100,0,
screenshot shortcut key,1500,0,0,0,,63.00,54.00,-9.00,2,1,IN,India,1500,0,0
jira custom fields,300,,0,,,,48.00,,1,1,US,United States,300,0,
product management meaning,200,,0,,,,46.00,,1,1,US,United States,200,0,
task software,350,0,0,0,,70.00,47.00,-23.00,1,,US,United States,350,0,0
sprint planning software,200,,0,,,,46.00,,1,1,US,United States,200,0,
additional shortcut,200,0,0,0,,43.00,41.00,-2.00,1,,PH,Philippines,200,0,0
project management apps,1730,,0,,,,52.00,,2,2,US,United States,1730,0,
cumulative flow diagram,1200,0,0,0,,54.00,54.00,0.00,2,,US,United States,1200,0,0
best project management tool,800,,0,,,,51.00,,1,1,US,United States,800,0,
shortcut for engineer,200,0,,,,42.00,,,0,-1,PH,Philippines,200,0,
shortcut to open task manager,1050,0,0,0,,54.00,50.00,-4.00,2,,IN,India,1050,0,0
apple shortcuts,3160,0,0,0,,48.50,48.67,0.17,3,1,SG,Singapore,3160,0,0
software project,800,0,0,0,,46.00,48.50,2.50,2,1,US,United States,800,0,0
github.com sign up,200,0,0,0,,51.00,46.00,-5.00,1,,IN,India,200,0,0
what is project management,19010,0,0,0,,59.62,57.29,-2.34,7,-1,BR,Brazil,19010,0,0
what is a hotkey,200,0,0,0,,50.00,43.00,-7.00,1,,US,United States,200,0,0
pm trello,350,,0,,,,49.00,,1,1,US,United States,350,0,
shotcut download,9930,0,0,0,,53.00,52.90,-0.10,10,6,SG,Singapore,9930,0,0
free project tracker,300,,0,,,,49.00,,1,1,US,United States,300,0,
project management workflow,800,0,0,0,,55.00,52.00,-3.00,1,,US,United States,800,0,0
what is a story point,200,0,0,0,,52.00,48.00,-4.00,1,,US,United States,200,0,0
tracking tools for project management,60,0,,,,43.00,,,0,-1,US,United States,60,0,
how is velocity calculated in a sprint,200,0,0,0,,54.00,1.00,-53.00,1,,IN,India,200,0,0
roadmap icon,30,0,,,,39.00,,,0,-1,CH,Switzerland,30,0,
branching strategy,800,0,0,0,,48.50,53.00,4.50,2,,US,United States,800,0,0
kanban board app,200,0,0,0,,48.00,48.00,0.00,1,,US,United States,200,0,0
best workflow management tools,150,,0,,,,48.00,,1,1,US,United States,150,0,
best product management software,100,0,0,0,,42.00,46.00,4.00,1,,US,United States,100,0,0
windows task manager shortcut,750,0,0,0,,41.00,49.00,8.00,2,1,US,United States,750,0,0
free kanban board,1500,0,0,0,,70.00,59.00,-11.00,2,1,US,United States,1500,0,0
shotcut video editor for pc,300,,0,,,,50.00,,1,1,IN,India,300,0,
technology evangelist,400,0,0,0,,55.67,51.50,-4.17,2,-1,US,United States,400,0,0
kanban tools,350,0,0,0,,58.00,51.00,-7.00,1,,US,United States,350,0,0
shortcut to take screenshot,750,0,0,0,,70.50,56.50,-14.00,2,,US,United States,750,0,0
software project planning,850,0,0,0,,61.00,58.67,-2.33,3,1,US,United States,850,0,0
ticketing management software,70,0,0,0,,45.00,45.00,0.00,1,,US,United States,70,0,0
collaborative project management tools,200,,0,,,,50.00,,1,1,US,United States,200,0,
software mangement,100,,0,,,,48.00,,1,1,US,United States,100,0,
free project tracking,200,,0,,,,49.00,,1,1,US,United States,200,0,
clubhouse officer,30,,0,,,,41.00,,1,1,HK,Hong Kong,30,0,
kanban app,300,0,0,0,,49.00,49.00,0.00,1,,US,United States,300,0,0
kanban online,400,,0,,,,52.50,,2,2,US,United States,400,0,
scrum planning,200,0,0,0,,50.00,49.00,-1.00,1,,US,United States,200,0,0
branching strategies,200,,0,,,,50.00,,1,1,US,United States,200,0,
kanban free,200,,0,,,,49.00,,1,1,US,United States,200,0,
and shortcut,60,0,,,,45.00,,,0,-1,IN,India,60,0,
teams manager app,60,0,,,,44.00,,,0,-1,US,United States,60,0,
agile icon,250,,0,,,,49.50,,2,2,US,United States,250,0,
screenshot shortcuts,200,0,0,0,,72.00,51.00,-21.00,1,,US,United States,200,0,0
agile tool,250,,0,,,,47.00,,1,1,US,United States,250,0,
ticket management system,900,0,0,0,,75.00,55.00,-20.00,1,,US,United States,900,0,0
how to create shortcut on desktop,3000,0,0,0,,76.50,59.50,-17.00,2,,IN,India,3000,0,0
campfire software,300,,0,,,,52.00,,1,1,US,United States,300,0,
search shortcut,500,0,,,,50.00,,,0,-1,US,United States,500,0,
keyboard shortcut for task manager,400,0,0,0,,60.00,49.00,-11.00,1,,US,United States,400,0,0
projects icon,250,,0,,,,46.00,,1,1,US,United States,250,0,
project management meaning,800,0,,,,54.00,,,0,-1,IN,India,800,0,
how to add shortcut on desktop,350,0,0,0,,54.00,54.00,0.00,1,,IN,India,350,0,0
epics,3900,0,0,0,,46.00,66.00,20.00,3,1,IN,India,3900,0,0
اختصار and,200,,0,,,,52.00,,1,1,SA,Saudi Arabia,200,0,
how to open task manager using keyboard,200,,0,,,,52.00,,1,1,PH,Philippines,200,0,
kanban board free,700,0,0,0,,67.00,60.00,-7.00,1,,US,United States,700,0,0
figma shortcuts,700,0,0,0,,62.00,61.50,-0.50,2,1,US,United States,700,0,0
اختصار ai,600,0,0,0,,61.00,57.00,-4.00,1,,EG,Egypt,600,0,0
bug tracker tool,200,,0,,,,53.00,,1,1,US,United States,200,0,
leadtime,850,,0,,,,64.00,,2,2,GB,United Kingdom,850,0,
sprint options,1700,,0,,,,61.00,,1,1,GB,United Kingdom,1700,0,
product management best practices,300,,0,,,,55.00,,1,1,US,United States,300,0,
how to put a shortcut on desktop,200,0,0,0,,43.00,52.00,9.00,1,,US,United States,200,0,0
agile tools,1700,0,0,0,,86.00,62.50,-23.50,2,1,US,United States,1700,0,0
screenshot shortcut,7950,0,0,0,,76.62,68.50,-8.12,10,2,IN,India,7950,0,0
what is product management,3300,0,0,0,,74.00,63.33,-10.67,3,-1,IN,India,3300,0,0
project mgmt software,350,0,,,,56.00,,,0,-1,US,United States,350,0,
kanban board online,100,,0,,,,51.00,,1,1,GB,United Kingdom,100,0,
create shortcut on iphone,200,,0,,,,54.00,,1,1,US,United States,200,0,
concept of project management,200,0,0,0,,58.00,54.00,-4.00,1,,IN,India,200,0,0
what is shortcut icon,40,0,0,0,,47.00,47.00,0.00,1,,IN,India,40,0,0
product manager tool,100,,0,,,,51.00,,1,1,US,United States,100,0,
free project management apps,300,0,0,0,,46.00,55.00,9.00,1,,US,United States,300,0,0
اختصار will not,350,0,0,0,,57.00,57.00,0.00,1,,IQ,Iraq,350,0,0
team workflow,700,0,0,0,,66.00,61.00,-5.00,2,1,US,United States,700,0,0
clubhouse logo png,0,,0,,,,37.00,,1,1,US,United States,0,0,
project managing software,3100,0,0,0,,82.00,67.00,-15.00,1,,US,United States,3100,0,0
task management,4800,0,0,0,,82.00,69.12,-12.88,8,4,PH,Philippines,4800,0,0
product management,33120,0,0,0,,66.88,71.61,4.73,18,1,CY,Cyprus,33120,0,0
screenshot key command,250,,0,,,,52.00,,1,1,US,United States,250,0,
story doc,200,0,,,,55.00,,,0,-1,US,United States,200,0,
product manager tools,200,,0,,,,55.00,,1,1,US,United States,200,0,
campfire write,250,0,,,,56.00,,,0,-1,US,United States,250,0,
slack keyboard shortcuts,150,0,0,0,,59.00,50.00,-9.00,1,,US,United States,150,0,0
project management tools and software,200,,0,,,,56.00,,1,1,US,United States,200,0,
production management software,1700,,0,,,,62.00,,1,1,US,United States,1700,0,
online kanban board,200,0,0,0,,56.00,56.00,0.00,1,,US,United States,200,0,0
task tracker,4950,0,0,0,,50.00,68.50,18.50,4,3,PH,Philippines,4950,0,0
objectives icon,300,,0,,,,51.00,,1,1,IN,India,300,0,
engineering project software,20,,0,,,,46.00,,1,1,US,United States,20,0,
scrum sprint planning,200,,0,,,,54.00,,1,1,US,United States,200,0,
tracker icon,40,0,,,,43.00,,,0,-1,PH,Philippines,40,0,
cut ka shortcut key,700,0,0,0,,92.00,63.00,-29.00,1,,IN,India,700,0,0
shotcut скачать,450,0,0,0,,60.00,60.00,0.00,1,,RU,Russian Federation,450,0,0
shortcut for screenshot,8850,0,0,0,,80.25,79.00,-1.25,4,,IN,India,8850,0,0
minimum viable product examples,300,0,0,0,,40.00,59.00,19.00,1,,US,United States,300,0,0
open source agile project management tools,60,0,0,0,,51.00,51.00,0.00,1,,US,United States,60,0,0
project icon,4100,0,0,0,,67.29,79.00,11.71,9,2,CA,Canada,4100,0,0
shotcut review,150,,0,,,,57.00,,1,1,US,United States,150,0,
baa tracking,20,0,0,0,,47.00,47.00,0.00,1,,US,United States,20,0,0
best kanban board,200,0,0,0,,63.00,58.00,-5.00,1,,US,United States,200,0,0
what is project management software,1600,0,0,0,,77.00,64.50,-12.50,2,1,US,United States,1600,0,0
what does project management mean,250,,0,,,,56.00,,1,1,US,United States,250,0,
project management roadmap,400,0,0,0,,90.00,61.00,-29.00,1,,US,United States,400,0,0
اختصار you,150,,0,,,,57.00,,1,1,SA,Saudi Arabia,150,0,
what is the best project management software,700,,0,,,,64.00,,1,1,US,United States,700,0,
task management system project,200,,0,,,,57.00,,1,1,IN,India,200,0,
dataiku careers,400,,0,,,,60.00,,1,1,US,United States,400,0,
android app shortcuts,250,0,0,0,,60.00,60.00,0.00,1,,US,United States,250,0,0
version control best practices,100,0,0,0,,56.00,57.00,1.00,1,,US,United States,100,0,0
short-cut,30,0,0,0,,5.00,5.00,0.00,1,,US,United States,30,0,0
how to create a shortcut on desktop,2100,0,0,0,,65.50,66.00,0.50,1,-1,US,United States,2100,0,0
software for project managers,250,0,,,,59.00,,,0,-1,US,United States,250,0,
web design project management,400,0,0,0,,77.00,62.00,-15.00,1,,US,United States,400,0,0
issue management,1000,0,0,0,,75.50,68.33,-7.17,3,1,US,United States,1000,0,0
hotkey for screenshot,250,0,0,0,,85.00,56.00,-29.00,1,,US,United States,250,0,0
campfire ai,150,,0,,,,58.00,,1,1,US,United States,150,0,
product requirement document,550,,0,,,,65.50,,2,2,US,United States,550,0,
how to make a desktop shortcut for a website,600,0,0,0,,74.00,60.00,-14.00,1,,US,United States,600,0,0
another word for projects,350,0,,,,56.00,,,0,-1,US,United States,350,0,
gitlab logo,2550,0,0,0,,80.33,71.75,-8.58,4,1,GB,United Kingdom,2550,0,0
shortcut screenshot,4550,0,0,0,,83.00,83.33,0.33,3,2,ID,Indonesia,4550,0,0
defect tracking tools,600,0,0,0,,66.50,66.50,0.00,2,,US,United States,600,0,0
kanban board,19650,0,0,0,,83.75,87.05,3.30,20,12,RU,Russian Federation,19650,0,0
short cut key for screenshot in pc,600,0,0,0,,72.00,64.00,-8.00,1,,IN,India,600,0,0
shortcut of cut,300,0,0,0,,81.00,58.00,-23.00,1,,IN,India,300,0,0
jira kanban board,1950,0,0,0,,75.00,71.00,-4.00,3,1,IN,India,1950,0,0
tracking icon,500,,0,,,,57.00,,1,1,IN,India,500,0,
story point,450,0,0,0,,53.50,67.00,13.50,2,,US,United States,450,0,0
اختصار are,450,,0,,,,63.00,,1,1,EG,Egypt,450,0,
gitlab project management,200,,0,,,,59.00,,1,1,US,United States,200,0,
product managment,400,0,0,0,,49.00,58.00,9.00,1,,US,United States,400,0,0
jira release management,250,,0,,,,62.00,,1,1,US,United States,250,0,
trello jira integration,350,,0,,,,64.00,,1,1,US,United States,350,0,
how to make a shortcut on desktop,1100,0,0,0,,64.00,64.00,0.00,1,,US,United States,1100,0,0
scrum management tools,200,0,,,,61.00,,,0,-1,US,United States,200,0,
what are story points,300,0,0,0,,56.00,61.00,5.00,1,,US,United States,300,0,0
project management software engineering,150,,0,,,,59.00,,1,1,US,United States,150,0,
issue log in project management,20,0,,,,51.00,,,0,-1,GB,United Kingdom,20,0,
sprint project management,400,,0,,,,60.00,,1,1,US,United States,400,0,
quick start,250,0,0,0,,70.50,58.00,-12.50,1,-1,ID,Indonesia,250,0,0
kanban tool,1300,0,0,0,,63.50,61.50,-2.00,4,2,AT,Austria,1300,0,0
thank you to coworkers,450,0,0,0,,70.00,66.00,-4.00,1,,US,United States,450,0,0
how to create shortcut in desktop,200,0,0,0,,69.00,62.00,-7.00,1,,PH,Philippines,200,0,0
bitbucket logo,350,0,0,0,,58.00,58.00,0.00,1,,US,United States,350,0,0
software projektmanagement,450,,0,,,,63.00,,1,1,DE,Germany,450,0,
how to create a desktop shortcut,800,,0,,,,64.00,,1,1,US,United States,800,0,
thank you to a coworker,150,0,0,0,,61.00,61.00,0.00,1,,US,United States,150,0,0
jira project management tool,1400,,0,,,,71.00,,1,1,US,United States,1400,0,
project tracker tools,80,0,0,0,,58.00,58.00,0.00,1,,US,United States,80,0,0
how to make a shortcut,300,0,0,0,,46.00,60.00,14.00,1,,US,United States,300,0,0
teams keyboard shortcuts,200,0,0,0,,62.00,62.00,0.00,1,,US,United States,200,0,0
devops icon,450,0,,,,60.50,,,0,-2,US,United States,450,0,
clubhouse manager,20,0,,,,50.00,,,0,-1,US,United States,20,0,
farmer's dog alternatives,200,0,0,0,,63.00,63.00,0.00,1,,US,United States,200,0,0
suretriggers,480,0,0,0,,16.33,7.80,-8.53,5,2,GB,United Kingdom,480,0,0
dataiku logo,550,,0,,,,71.00,,2,2,US,United States,550,0,
projectmanagement,200,0,0,0,,73.33,60.00,-13.33,1,-2,US,United States,200,0,0
pivitol tracker,10,0,0,0,,10.00,5.00,-5.00,1,,US,United States,10,0,0
cut ki shortcut key,700,0,0,0,,80.00,69.00,-11.00,1,,IN,India,700,0,0
product development platform,300,,0,,,,66.00,,1,1,US,United States,300,0,
story point estimation,300,,0,,,,65.00,,1,1,US,United States,300,0,
thank you coworker,200,0,0,0,,55.00,61.00,6.00,1,,US,United States,200,0,0
campfire icon,200,,0,,,,57.00,,1,1,US,United States,200,0,
fast software,200,0,0,0,,62.00,62.00,0.00,1,,US,United States,200,0,0
how to add story to your story,150,,0,,,,64.00,,1,1,US,United States,150,0,
scrum software tools,100,0,,,,62.00,,,0,-1,US,United States,100,0,
shortcuts console,750,0,0,0,,66.00,65.33,-0.67,3,2,GB,United Kingdom,750,0,0
اختصار company,10,0,0,0,,52.00,52.00,0.00,1,,SA,Saudi Arabia,10,0,0
اختصار what about you,30,0,0,0,,57.00,57.00,0.00,1,,AE,United Arab Emirates,30,0,0
fast tracking in project management,300,,0,,,,66.00,,1,1,US,United States,300,0,
appreciation thank you coworker,350,,0,,,,69.00,,1,1,US,United States,350,0,
how to add a shortcut to desktop,500,0,0,0,,80.00,66.00,-14.00,1,,US,United States,500,0,0
story points agile,600,,0,,,,70.00,,1,1,US,United States,600,0,
burndown charts,800,,0,,,,70.00,,1,1,US,United States,800,0,
how to create a desktop shortcut for a website,500,0,0,0,,66.00,66.00,0.00,1,,US,United States,500,0,0
shortcut key of screenshot in computer,200,,0,,,,66.00,,1,1,IN,India,200,0,
system screenshot shortcut,250,0,,,,67.00,,,0,-1,IN,India,250,0,
shortcut of screenshot,700,0,0,0,,92.00,72.00,-20.00,1,,IN,India,700,0,0
kanban backlog,10,0,0,0,,53.00,53.00,0.00,1,,RU,Russian Federation,10,0,0
shortcutforios.com,0,0,0,0,,3.00,5.00,2.00,1,,IN,India,0,0,0
cut keyboard shortcut,800,0,0,0,,89.00,77.50,-11.50,2,1,IN,India,800,0,0
best free kanban board,150,0,,,,66.00,,,0,-1,US,United States,150,0,
what is project managment,100,,0,,,,63.00,,1,1,US,United States,100,0,
something shortcut,80,0,0,0,,63.00,63.00,0.00,1,,PH,Philippines,80,0,0
kanban board teams,200,,0,,,,67.00,,1,1,DE,Germany,200,0,
jira boards,250,,0,,,,67.00,,1,1,US,United States,250,0,
requirements document,600,,0,,,,71.00,,1,1,US,United States,600,0,
roadmap project management,200,0,0,0,,103.00,68.00,-35.00,1,,US,United States,200,0,0
www.fast .com,800,0,,,,73.00,,,0,-1,IN,India,800,0,
software project development,200,,0,,,,68.00,,1,1,US,United States,200,0,
kanban board jira,900,0,0,0,,74.00,71.00,-3.00,1,,US,United States,900,0,0
trello task management,450,,0,,,,71.00,,1,1,US,United States,450,0,
test life cycle,200,0,0,0,,67.00,67.00,0.00,1,,IN,India,200,0,0
club house,10200,0,0,0,,86.40,89.45,3.05,11,6,IN,India,10200,0,0
product management definition,500,,0,,,,69.00,,1,1,US,United States,500,0,
shortcut to cut,200,0,0,0,,69.00,69.00,0.00,1,,IN,India,200,0,0
screenshot pc shortcut,750,0,0,0,,90.50,78.00,-12.50,2,,IN,India,750,0,0
engineer icon,550,,0,,,,66.50,,2,2,US,United States,550,0,
jira task management,250,,0,,,,68.00,,1,1,US,United States,250,0,
trello aplikacja,450,0,0,0,,85.00,71.00,-14.00,1,,PL,Poland,450,0,0
google kanban board,300,0,0,0,,82.00,72.00,-10.00,1,,US,United States,300,0,0
kanban board in jira,200,0,0,0,,75.00,70.00,-5.00,1,,IN,India,200,0,0
create jira ticket from slack,250,0,0,0,,71.00,71.00,0.00,1,,US,United States,250,0,0
screenshot short cut,200,0,0,0,,78.00,71.00,-7.00,1,,US,United States,200,0,0
slack inloggen,700,0,0,0,,79.00,75.00,-4.00,1,,NL,Netherlands,700,0,0
github kanban,200,0,0,0,,63.00,71.00,8.00,1,,US,United States,200,0,0
project planning in software engineering,600,0,0,0,,80.00,76.00,-4.00,1,,IN,India,600,0,0
screenshot ka shortcut key,300,,0,,,,73.00,,1,1,IN,India,300,0,
software to manage projects,670,0,,,,75.00,,,0,-2,GB,United Kingdom,670,0,
jira ticket system,700,0,0,0,,78.00,77.00,-1.00,1,,US,United States,700,0,0
jira issue tracking,350,0,0,0,,81.00,73.00,-8.00,1,,US,United States,350,0,0
software project management plan,70,0,0,0,,96.00,66.00,-30.00,1,,US,United States,70,0,0
shortcut key to open task manager,300,,0,,,,65.00,,1,1,IN,India,300,0,
works in progress nyc,10,0,,,,56.00,,,0,-1,US,United States,10,0,
trello workspace vs board,10,0,0,0,,60.00,60.00,0.00,1,,US,United States,10,0,0
campfire writing app,250,0,0,0,,72.00,72.00,0.00,1,,US,United States,250,0,0
shortcut for screenshot in pc,1300,,0,,,,75.00,,1,1,IN,India,1300,0,
screenshot in pc shortcut,1100,,0,,,,75.00,,1,1,IN,India,1100,0,
keyboard screenshot key,600,0,0,0,,84.00,77.00,-7.00,1,,IN,India,600,0,0
screenshot shortcut mac,6000,,0,,,,79.50,,4,4,IN,India,6000,0,
all ctrl commands,250,0,0,0,,97.00,73.00,-24.00,1,,US,United States,250,0,0
octopus crm,400,0,0,0,,81.00,75.00,-6.00,1,-1,US,United States,400,0,0
jira ticketsystem,600,,0,,,,76.00,,1,1,DE,Germany,600,0,
sprint planning steps,20,0,,,,63.00,,,0,-1,US,United States,20,0,
screenshot shortcut windows,5000,0,,,,85.00,,,0,-1,US,United States,5000,0,
burn down chart,2500,0,0,0,,78.67,78.00,-0.67,4,1,CA,Canada,2500,0,0
crm trello,200,,0,,,,74.00,,1,1,BR,Brazil,200,0,
screenshot in pc shortcut key,600,,0,,,,77.00,,1,1,IN,India,600,0,
toolkit software,200,0,,,,73.00,,,0,-1,US,United States,200,0,
product roadmap software,40,0,0,0,,66.00,66.00,0.00,1,,IN,India,40,0,0
how to create desktop shortcut for website,200,0,0,0,,76.00,71.00,-5.00,1,,US,United States,200,0,0
project managment software,1400,0,0,0,,69.00,80.00,11.00,1,,US,United States,1400,0,0
screen shot shortcut mac,650,0,0,0,,97.00,78.00,-19.00,2,1,IN,India,650,0,0
sentry gdpr,20,0,,,,62.00,,,0,-1,DE,Germany,20,0,
kanban view,1500,,0,,,,86.50,,2,2,IN,India,1500,0,
screen shot shortcut windows,600,0,0,0,,98.00,79.00,-19.00,1,,US,United States,600,0,0
team icon,900,,0,,,,75.00,,1,1,DE,Germany,900,0,
what is an epic?,10,,0,,,,55.00,,1,1,US,United States,10,0,
what about you اختصار,70,0,0,0,,70.00,70.00,0.00,1,,SA,Saudi Arabia,70,0,0
digital kanban board,250,0,0,0,,81.00,75.00,-6.00,1,,US,United States,250,0,0
manage software project,150,0,,,,73.00,,,0,-1,US,United States,150,0,
workflow project management,350,0,0,0,,77.00,77.00,0.00,1,,US,United States,350,0,0
devops project management,250,0,0,0,,76.00,76.00,0.00,1,,US,United States,250,0,0
clubhouse design,200,0,0,0,,72.00,72.00,0.00,1,,IN,India,200,0,0
best trello alternatives,200,,0,,,,75.00,,1,1,US,United States,200,0,
iqn login,450,0,0,0,,79.00,78.50,-0.50,2,,NZ,New Zealand,450,0,0
project management website,600,0,0,0,,66.00,80.00,14.00,1,,US,United States,600,0,0
best project tracking software,300,0,0,0,,77.00,77.00,0.00,1,,US,United States,300,0,0
shortcut key of screenshot in pc,300,0,0,0,,76.00,76.00,0.00,1,,IN,India,300,0,0
what is the screenshot shortcut,500,0,0,0,,82.00,80.00,-2.00,1,,US,United States,500,0,0
screen shot shortcut,700,0,0,0,,89.20,81.50,-7.70,2,-3,PH,Philippines,700,0,0
shortcut key to cut,300,0,0,0,,93.00,78.00,-15.00,1,,IN,India,300,0,0
thank you note to coworker,350,0,0,0,,80.00,78.00,-2.00,1,,US,United States,350,0,0
screenshot keyboard shortcut,3900,0,0,0,,101.00,84.67,-16.33,3,2,IN,India,3900,0,0
best fast io,2200,,0,,,,86.00,,1,1,BR,Brazil,2200,0,
screenshot in computer shortcut key,600,,0,,,,80.00,,1,1,IN,India,600,0,
teams logo,5600,0,0,0,,65.00,86.00,21.00,3,2,NL,Netherlands,5600,0,0
agile board,200,,0,,,,75.00,,1,1,IN,India,200,0,
task and project management software,200,0,,,,76.00,,,0,-1,US,United States,200,0,
shortcut key cut,150,0,0,0,,75.00,75.00,0.00,1,,IN,India,150,0,0
shortcut key of cut,2100,0,0,0,,69.00,82.00,13.00,1,,IN,India,2100,0,0
jira scrum board,300,0,0,0,,75.00,78.00,3.00,1,,US,United States,300,0,0
collaborative project management,350,,0,,,,80.00,,1,1,US,United States,350,0,
short cut key for cut,300,0,,,,74.00,,,0,-1,IN,India,300,0,
trello project management tool,400,0,0,0,,84.00,80.00,-4.00,1,,US,United States,400,0,0
shortcut to screenshot,1000,0,,,,80.00,,,0,-1,US,United States,1000,0,
what is dataiku,200,,0,,,,78.00,,1,1,US,United States,200,0,
how to create desktop shortcut,700,0,0,0,,81.00,80.00,-1.00,1,,US,United States,700,0,0
agile development tools,500,,0,,,,82.00,,1,1,US,United States,500,0,
best simple project management software,200,0,,,,79.00,,,0,-1,US,United States,200,0,
shortcut for screenshot mac,400,0,0,0,,79.00,79.00,0.00,1,,US,United States,400,0,0
workflow agile,1100,,0,,,,87.00,,1,1,US,United States,1100,0,
tools for agile,200,,0,,,,79.00,,1,1,US,United States,200,0,
enjoyable meaning,20,,0,,,,61.00,,1,1,US,United States,20,0,
octopus agile review,40,0,,,,71.00,,,0,-1,GB,United Kingdom,40,0,
figma keyboard shortcuts,150,0,,,,79.00,,,0,-1,US,United States,150,0,
kanban card,600,,0,,,,82.00,,1,1,US,United States,600,0,
how to add shortcut to desktop,700,0,,,,81.00,,,0,-1,US,United States,700,0,
windows kurzbefehle,200,,0,,,,80.00,,1,1,DE,Germany,200,0,
ஷார்ட்கட்,0,0,0,0,,4.00,6.00,2.00,1,,IN,India,0,0,0
task tracking software,1000,,0,,,,86.00,,1,1,US,United States,1000,0,
github kanban board,150,0,,,,79.00,,,0,-1,US,United States,150,0,
mac keyboard shortcuts cheat sheet,200,0,0,0,,86.00,81.00,-5.00,1,,US,United States,200,0,0
project management companies,600,0,,,,86.00,,,0,-1,US,United States,600,0,
best project planning software,350,0,0,0,,43.00,83.00,40.00,1,,US,United States,350,0,0
trello github integration,150,,0,,,,79.00,,1,1,US,United States,150,0,
software project planning in software engineering,300,0,0,0,,83.00,83.00,0.00,1,,IN,India,300,0,0
screenshot windows shortcut,400,,0,,,,84.00,,1,1,IN,India,400,0,
shortcut key of screenshot,700,0,0,0,,100.00,82.00,-18.00,1,,IN,India,700,0,0
kanban system,200,0,0,0,,91.00,79.00,-12.00,1,,ID,Indonesia,200,0,0
task tracker software,350,0,0,0,,83.00,83.00,0.00,1,,US,United States,350,0,0
track software,500,,0,,,,84.00,,1,1,US,United States,500,0,
gecko login,200,,0,,,,81.00,,1,1,GB,United Kingdom,200,0,
run shortcut,200,0,0,0,,90.00,78.00,-12.00,1,,IN,India,200,0,0
project managment tools,500,0,,,,85.00,,,0,-1,US,United States,500,0,
how to create a new sprint in jira,200,0,0,0,,80.00,82.00,2.00,1,,US,United States,200,0,0
alternatives to jira,250,,0,,,,85.00,,1,1,US,United States,250,0,
mac shortcuts cheat sheet,200,,0,,,,82.00,,1,1,US,United States,200,0,
shotocut,30,0,0,0,,7.00,7.00,0.00,1,,JP,Japan,30,0,0
mac screen shot shortcut,200,0,0,0,,91.00,81.00,-10.00,1,,US,United States,200,0,0
keyboard shortcut to screenshot,250,,0,,,,82.00,,1,1,US,United States,250,0,
how to create sprint in jira,450,,0,,,,91.50,,2,2,US,United States,450,0,
best product management tools,10,0,0,0,,71.00,71.00,0.00,1,,CA,Canada,10,0,0
project mgmt,250,,0,,,,85.00,,1,1,US,United States,250,0,
command for screenshot mac,150,0,,,,83.00,,,0,-1,US,United States,150,0,
jira defect tracking,200,,0,,,,81.00,,1,1,US,United States,200,0,
product planning,900,0,0,0,,91.00,86.00,-5.00,1,,US,United States,900,0,0
team work logo,500,,0,,,,82.00,,1,1,IN,India,500,0,
trello backlog,20,0,,,,72.00,,,0,-1,BR,Brazil,20,0,
what is clubhouse,400,,0,,,,87.00,,1,1,US,United States,400,0,
best tools for project management,300,0,0,0,,45.00,86.00,41.00,1,,US,United States,300,0,0
planning and execution,300,,0,,,,80.00,,1,1,IN,India,300,0,
short cut key of cut,150,0,,,,84.00,,,0,-1,IN,India,150,0,
how to use trello for project management,250,0,,,,86.00,,,0,-1,US,United States,250,0,
free project scheduling software,500,0,0,0,,81.00,87.00,6.00,1,,US,United States,500,0,0
jira create sprint,350,,0,,,,86.00,,1,1,US,United States,350,0,
shortcut for screenshot windows,200,0,,,,84.00,,,0,-1,US,United States,200,0,
best software for project management,1400,,0,,,,93.00,,1,1,US,United States,1400,0,
project management applications,500,,0,,,,88.00,,1,1,US,United States,500,0,
sprint vs kanban,200,0,0,0,,49.00,85.00,36.00,1,,US,United States,200,0,0
how to create a sprint in jira,350,,0,,,,87.00,,1,1,US,United States,350,0,
create new project,20,0,,,,75.00,,,0,-1,IN,India,20,0,
task managment software,150,0,0,0,,85.00,84.00,-1.00,1,,US,United States,150,0,0
jira story vs task,300,0,,,,88.00,,,0,-1,US,United States,300,0,
project planner software,350,,0,,,,87.00,,1,1,US,United States,350,0,
desktop screenshot shortcut,700,0,,,,91.00,,,0,-1,IN,India,700,0,
lead time,300,,0,,,,87.00,,1,1,RU,Russian Federation,300,0,
team task management software,350,0,0,0,,86.00,88.00,2.00,1,,US,United States,350,0,0
scrumban methodology,150,,0,,,,85.00,,1,1,US,United States,150,0,
task manager hotkey,400,0,,,,84.00,,,0,-1,US,United States,400,0,
project management systems,1300,0,0,0,,82.00,92.00,10.00,1,,US,United States,1300,0,0
burndown chart,7700,0,0,0,,82.33,92.80,10.47,10,7,VN,Vietnam,7700,0,0
task management tool,1500,0,0,0,,87.00,93.00,6.00,1,,US,United States,1500,0,0
best task management tools,150,0,,,,85.00,,,0,-1,US,United States,150,0,
campfire png,600,0,,,,85.00,,,0,-1,US,United States,600,0,
jira projektmanagement,500,0,0,0,,93.00,88.00,-5.00,1,,DE,Germany,500,0,0
how do you manage a project,200,,0,,,,86.00,,1,1,US,United States,200,0,
software proyectos,90,0,,,,82.00,,,0,-1,MX,Mexico,90,0,
